sensor_2,sensor_3,sensor_4,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21,Temp_Diff,Engine Condition
642.35,1587.89,1403.7,553.35,2388.1,9049.23,47.42,521.08,2388.1,8134.93,8.4534,395,38.99,23.4684,-7613.85,0
642.62,1584.28,1401.09,554.16,2388.03,9058.43,47.17,521.46,2388.04,8145.38,8.4505,391,39.04,23.5393,-7623.92,0
642.74,1599.01,1409.71,553.03,2388.08,9090.19,47.63,520.79,2388.08,8157.31,8.4837,395,38.69,23.209,-7636.52,0
642.75,1597.24,1417.47,552.96,2388.1,9077.47,47.78,521.26,2388.12,8154.88,8.4429,396,38.59,23.2026,-7633.62,1
643.11,1598.06,1410.57,552.63,2388.1,9060.52,47.59,521.22,2388.06,8134.15,8.4183,393,38.76,23.1726,-7612.929999999999,0
642.51,1591.79,1410.84,553.76,2388.12,9054.64,47.42,521.6,2388.05,8138.76,8.468,391,38.85,23.3668,-7617.16,0
641.96,1587.1,1400.65,553.68,2388.0,9054.19,47.34,522.03,2388.03,8136.88,8.4094,392,38.87,23.4081,-7614.85,0
642.52,1589.76,1409.98,553.35,2388.14,9060.92,47.77,521.13,2388.04,8135.83,8.4606,393,38.81,23.2063,-7614.7,0
642.12,1584.08,1394.24,555.09,2388.0,9059.29,47.22,522.64,2387.96,8139.8,8.4188,390,38.87,23.4571,-7617.16,0
642.66,1590.3,1406.75,553.45,2388.15,9058.66,47.46,521.05,2388.08,8129.0,8.4638,392,38.78,23.3037,-7607.95,0
643.19,1598.86,1419.67,553.15,2388.14,9057.93,47.71,521.16,2388.12,8141.9,8.4466,393,38.75,23.153,-7620.74,0
642.85,1594.33,1413.04,553.41,2388.13,9043.45,47.72,520.72,2388.1,8117.11,8.4525,392,38.75,23.1882,-7596.389999999999,0
642.77,1593.21,1406.5,552.4,2388.08,9095.98,47.68,520.82,2388.08,8163.58,8.4335,393,38.66,23.1898,-7642.76,0
641.69,1586.17,1391.14,554.09,2388.03,9064.32,47.41,522.65,2388.06,8131.23,8.4038,391,39.01,23.4007,-7608.58,0
642.23,1584.16,1401.3,554.82,2388.03,9061.2,47.23,522.29,2387.99,8144.55,8.3843,391,38.89,23.3972,-7622.26,0
642.51,1588.29,1408.08,553.41,2388.09,9053.96,47.52,521.74,2388.07,8130.39,8.4427,392,38.92,23.2327,-7608.650000000001,0
643.2,1599.98,1411.91,552.74,2388.16,9059.59,47.72,520.52,2388.2,8137.7,8.4373,394,38.69,23.268,-7617.18,0
642.45,1587.6,1410.95,553.89,2388.02,9052.34,47.39,522.11,2388.11,8135.39,8.4424,393,38.86,23.3359,-7613.280000000001,0
642.64,1589.29,1403.93,553.0,2388.1,9066.68,47.47,521.98,2388.13,8138.46,8.4435,392,38.86,23.3314,-7616.48,0
642.76,1596.63,1411.8,553.43,2388.13,9066.29,47.62,521.11,2388.12,8148.05,8.4684,394,38.73,23.329,-7626.9400000000005,0
641.93,1584.73,1398.44,554.13,2388.06,9049.47,47.22,522.3,2388.01,8144.67,8.3926,391,39.18,23.4234,-7622.37,0
642.32,1580.76,1399.39,554.21,2388.04,9059.36,47.43,521.6,2388.08,8136.12,8.4073,391,39.02,23.3361,-7614.5199999999995,0
642.04,1584.96,1394.02,554.55,2388.06,9065.24,47.15,522.54,2387.97,8151.09,8.4225,393,39.01,23.5582,-7628.55,0
642.11,1586.29,1398.1,553.35,2388.04,9050.61,47.23,521.58,2388.04,8130.64,8.409,395,38.84,23.3995,-7609.06,0
642.93,1593.49,1414.29,552.53,2388.22,9042.31,47.81,520.39,2388.24,8119.09,8.5091,394,38.58,23.249,-7598.7,0
643.6,1597.44,1422.01,551.7,2388.21,9055.57,48.02,519.91,2388.19,8131.05,8.5154,396,38.67,23.0744,-7611.14,1
642.95,1587.31,1406.29,553.75,2388.14,9051.44,47.64,521.89,2388.05,8134.74,8.4215,393,38.85,23.2426,-7612.849999999999,0
642.93,1604.59,1436.65,551.42,2388.17,9094.7,48.13,520.23,2388.15,8167.8,8.5228,395,38.68,23.1709,-7647.57,1
643.23,1594.77,1418.03,551.65,2388.08,9072.35,47.69,521.57,2388.16,8146.67,8.4753,393,38.79,23.2514,-7625.1,0
642.81,1590.75,1414.67,553.36,2388.1,9054.79,47.43,521.21,2388.15,8136.91,8.4475,391,38.96,23.3841,-7615.7,0
643.22,1603.33,1424.77,551.81,2388.26,9032.77,47.87,520.68,2388.27,8123.67,8.4888,397,38.53,23.255,-7602.99,1
642.18,1592.14,1406.82,553.53,2388.11,9065.66,47.45,522.36,2388.05,8137.47,8.4747,393,38.92,23.367,-7615.110000000001,0
643.28,1598.07,1419.8,552.23,2388.11,9102.9,47.8,520.3,2388.09,8168.49,8.478,394,38.7,23.1241,-7648.19,0
642.47,1587.57,1412.32,552.3,2388.16,9055.99,47.65,520.82,2388.13,8137.09,8.4519,395,38.78,23.3003,-7616.27,0
642.24,1586.66,1404.55,554.38,2388.09,9050.44,47.5,521.09,2388.11,8132.27,8.4409,392,38.81,23.267,-7611.18,0
642.51,1590.97,1411.53,553.41,2388.05,9074.22,47.47,521.58,2388.06,8152.88,8.4209,394,38.87,23.2504,-7631.3,0
641.69,1580.75,1401.48,554.41,2387.97,9061.06,47.34,522.05,2388.06,8136.73,8.4134,393,38.96,23.3978,-7614.679999999999,0
642.65,1575.87,1400.03,554.73,2388.04,9074.77,47.16,522.11,2388.01,8156.75,8.4178,393,38.86,23.4082,-7634.64,0
642.28,1588.46,1406.19,554.23,2388.01,9062.57,47.09,522.45,2387.97,8146.93,8.392,392,38.92,23.4211,-7624.4800000000005,0
643.54,1598.69,1416.18,552.32,2388.21,9042.84,47.69,520.83,2388.19,8124.56,8.4855,392,38.55,23.2827,-7603.7300000000005,0
643.91,1601.87,1436.55,551.21,2388.24,9074.07,48.3,519.47,2388.22,8148.12,8.5229,396,38.45,23.1259,-7628.65,1
642.06,1587.62,1393.99,553.6,2387.99,9071.33,47.4,521.92,2388.02,8152.78,8.4024,391,39.05,23.3651,-7630.86,0
642.63,1601.03,1418.97,552.68,2388.18,9060.91,48.05,520.61,2388.24,8135.53,8.463,395,38.55,23.2111,-7614.92,1
642.51,1579.7,1402.95,554.54,2388.07,9060.7,47.13,522.42,2388.03,8139.06,8.4373,391,39.03,23.3501,-7616.64,0
643.42,1601.32,1419.74,552.66,2388.1,9117.32,47.81,520.59,2388.11,8189.36,8.4736,396,38.58,23.2538,-7668.7699999999995,1
642.78,1604.33,1429.03,552.59,2388.16,9110.38,48.21,520.18,2388.1,8176.88,8.4931,395,38.67,23.3075,-7656.7,0
642.46,1596.63,1408.77,553.64,2388.06,9086.66,47.4,521.76,2388.12,8162.15,8.4148,395,38.85,23.3076,-7640.389999999999,0
643.17,1591.52,1405.97,552.4,2388.12,9058.23,47.86,520.93,2388.17,8143.44,8.44,394,38.71,23.1354,-7622.509999999999,0
642.6,1587.88,1404.23,553.13,2388.1,9071.74,47.33,522.13,2388.07,8146.33,8.4296,394,38.84,23.402,-7624.2,0
643.05,1596.4,1415.9,552.91,2388.06,9102.95,47.82,521.05,2388.15,8177.53,8.444,394,38.78,23.1837,-7656.48,0
643.2,1591.23,1415.26,553.2,2388.2,9060.27,47.83,521.07,2388.08,8143.59,8.45,395,38.63,23.2762,-7622.52,0
642.68,1584.7,1398.74,554.23,2388.1,9067.32,47.32,521.36,2388.0,8141.36,8.4428,394,38.87,23.2128,-7620.0,0
643.32,1590.82,1409.96,553.21,2388.03,9070.58,47.41,521.58,2388.09,8143.98,8.4261,394,38.72,23.2385,-7622.4,0
643.28,1591.59,1407.34,553.18,2388.09,9065.46,47.69,521.22,2388.07,8153.29,8.4582,394,38.56,23.1826,-7632.07,0
643.29,1593.21,1425.03,552.26,2388.24,9043.91,47.8,520.4,2388.19,8128.85,8.5025,395,38.72,23.1965,-7608.450000000001,1
642.37,1583.9,1400.51,553.25,2388.1,9044.2,47.54,521.68,2388.12,8121.26,8.4351,392,38.62,23.229,-7599.58,0
642.5,1584.17,1395.63,554.45,2388.03,9055.67,47.11,522.11,2388.01,8137.73,8.4297,390,39.11,23.4676,-7615.62,0
643.58,1595.64,1427.97,551.73,2388.24,9034.63,48.08,520.14,2388.25,8113.17,8.4977,395,38.41,23.0632,-7593.03,1
643.05,1586.74,1408.86,553.44,2388.14,9059.52,47.75,521.4,2388.14,8137.12,8.4473,393,39.0,23.3386,-7615.72,0
642.38,1588.13,1399.72,553.64,2388.07,9049.37,47.29,520.93,2388.05,8129.83,8.4501,391,38.8,23.297,-7608.9,0
642.88,1601.29,1421.97,551.95,2388.23,9052.29,48.09,520.2,2388.23,8126.16,8.5328,395,38.7,23.1729,-7605.96,1
642.0,1589.65,1398.13,554.61,2388.04,9060.89,47.38,522.97,2388.01,8142.39,8.3818,391,39.14,23.4901,-7619.42,0
642.79,1592.31,1409.01,552.49,2388.09,9069.27,47.49,521.53,2388.1,8145.98,8.4583,394,38.92,23.3406,-7624.45,0
642.98,1591.11,1411.53,553.62,2388.13,9059.24,47.27,521.49,2388.09,8139.99,8.4113,394,38.87,23.2499,-7618.5,0
642.24,1585.08,1395.73,554.65,2388.05,9047.82,47.26,521.66,2388.05,8140.94,8.3768,391,38.81,23.3903,-7619.28,0
643.12,1583.34,1407.59,553.65,2388.11,9072.54,47.6,521.3,2388.16,8157.72,8.4777,394,38.92,23.2615,-7636.42,0
642.02,1588.22,1399.56,553.9,2388.04,9048.36,47.36,521.89,2388.08,8135.15,8.3798,392,38.86,23.33,-7613.259999999999,0
643.91,1599.85,1424.66,551.65,2388.28,9052.45,48.0,519.76,2388.22,8129.8,8.4761,396,38.59,23.1572,-7610.04,1
642.5,1591.84,1400.5,553.72,2388.07,9051.93,47.42,521.95,2388.1,8132.82,8.4199,392,38.93,23.416,-7610.87,0
642.95,1593.53,1412.73,553.02,2388.1,9072.27,47.55,521.25,2388.08,8148.92,8.4509,392,38.75,23.223,-7627.67,0
642.67,1592.14,1407.04,553.24,2388.05,9066.2,47.44,522.04,2388.04,8146.07,8.4067,391,38.93,23.3207,-7624.03,0
642.57,1582.97,1393.88,555.23,2388.04,9056.47,47.29,521.62,2388.04,8141.8,8.4138,392,38.95,23.392,-7620.18,0
643.59,1593.9,1422.75,551.98,2388.29,9058.81,48.04,519.2,2388.26,8125.82,8.5017,396,38.6,23.1241,-7606.62,1
643.22,1591.41,1411.22,552.71,2388.21,9050.86,47.57,521.42,2388.13,8119.51,8.4576,394,38.79,23.2016,-7598.09,0
642.44,1587.48,1409.67,555.0,2388.08,9062.45,47.4,522.0,2388.05,8144.76,8.4307,392,39.04,23.3002,-7622.76,0
643.37,1599.96,1431.02,551.36,2388.28,9060.97,48.14,519.7,2388.31,8125.33,8.5113,396,38.38,23.0525,-7605.63,1
643.2,1583.27,1401.32,554.29,2388.1,9085.21,47.36,521.79,2387.98,8157.53,8.4414,392,38.99,23.2998,-7635.74,0
642.86,1590.18,1407.95,553.01,2388.12,9057.89,47.73,521.04,2388.09,8142.71,8.4689,393,38.8,23.3433,-7621.67,0
642.13,1576.56,1397.05,555.1,2388.01,9055.66,47.19,522.13,2388.02,8138.67,8.4119,391,39.06,23.3784,-7616.54,0
642.44,1574.96,1408.12,553.76,2388.06,9047.55,47.28,522.01,2388.01,8132.79,8.4284,392,38.89,23.3703,-7610.78,0
643.72,1598.12,1425.68,551.62,2388.31,9045.19,48.29,520.07,2388.33,8120.27,8.5269,396,38.46,23.0544,-7600.200000000001,1
641.85,1585.64,1394.45,554.54,2388.0,9066.67,47.34,521.93,2387.98,8150.57,8.423,391,39.07,23.3813,-7628.639999999999,0
642.86,1585.77,1404.33,553.88,2388.13,9058.03,47.49,521.5,2388.08,8141.89,8.4417,393,38.9,23.2828,-7620.39,0
642.31,1584.92,1403.43,554.73,2388.1,9068.38,47.29,522.64,2388.07,8149.89,8.4149,390,39.01,23.3746,-7627.25,0
642.21,1594.65,1414.14,552.92,2388.13,9047.1,47.56,521.27,2388.14,8126.39,8.454,393,38.78,23.3502,-7605.120000000001,0
643.31,1596.5,1427.06,551.9,2388.23,9042.02,47.86,520.82,2388.29,8121.11,8.4669,395,38.66,23.1596,-7600.29,0
643.61,1601.54,1431.88,551.09,2388.19,9089.32,48.1,520.23,2388.19,8163.37,8.5277,396,38.77,23.1203,-7643.139999999999,1
642.27,1577.69,1403.82,553.59,2388.05,9077.0,47.28,522.2,2387.99,8156.78,8.4271,393,38.72,23.2924,-7634.58,0
642.42,1590.42,1427.28,552.5,2388.15,9045.59,47.8,520.5,2388.17,8125.55,8.4619,395,38.4,23.2302,-7605.05,0
642.49,1583.5,1402.29,553.8,2388.09,9093.13,47.31,521.7,2388.06,8166.26,8.4183,393,38.79,23.3859,-7644.56,0
642.32,1579.79,1399.32,554.39,2387.99,9062.71,47.16,522.72,2388.01,8145.3,8.3988,390,38.94,23.3646,-7622.58,0
642.9,1590.45,1404.15,553.72,2388.08,9060.18,47.31,521.42,2388.06,8143.06,8.4267,393,39.06,23.3221,-7621.64,0
643.15,1599.18,1421.65,552.49,2388.12,9128.53,47.72,521.04,2388.2,8195.84,8.4768,396,38.53,23.0947,-7674.8,1
641.85,1578.57,1401.64,554.67,2388.03,9061.87,47.26,522.48,2388.02,8142.83,8.4054,392,38.9,23.4499,-7620.35,0
643.0,1587.62,1399.94,553.7,2388.08,9059.09,47.33,521.58,2388.09,8138.78,8.4416,391,38.83,23.3398,-7617.2,0
642.7,1595.19,1411.76,553.9,2388.14,9063.52,47.61,521.59,2388.01,8147.67,8.4243,393,38.64,23.2514,-7626.08,0
641.94,1592.17,1403.77,553.89,2388.14,9061.48,47.2,521.63,2388.09,8140.28,8.4404,392,38.85,23.3964,-7618.65,0
642.56,1589.95,1414.78,552.74,2388.15,9052.15,47.62,520.81,2388.15,8130.07,8.457,393,38.6,23.2029,-7609.26,0
642.97,1604.48,1423.25,552.39,2388.21,9067.46,47.93,520.52,2388.18,8142.12,8.5064,396,38.56,23.1026,-7621.6,0
643.08,1592.79,1420.41,552.11,2388.2,9040.43,47.97,520.85,2388.18,8114.94,8.4471,395,38.48,23.1118,-7594.089999999999,0
642.63,1586.99,1401.53,553.87,2388.04,9072.82,47.51,521.75,2388.09,8151.97,8.4157,394,38.87,23.3975,-7630.22,0
642.81,1588.16,1403.4,553.54,2388.06,9060.47,47.39,521.82,2388.09,8137.17,8.4113,392,38.82,23.4197,-7615.35,0
642.45,1589.87,1411.27,552.36,2388.13,9054.34,47.61,521.31,2388.16,8133.51,8.4764,393,38.68,23.2306,-7612.200000000001,0
643.45,1596.48,1427.77,550.73,2388.25,9042.05,48.14,519.62,2388.31,8116.73,8.5113,396,38.6,23.1006,-7597.11,1
643.1,1602.53,1419.61,552.1,2388.16,9085.07,47.96,520.93,2388.15,8161.33,8.5129,395,38.55,23.1937,-7640.4,1
642.53,1582.95,1401.12,553.08,2388.07,9048.52,47.45,520.98,2388.12,8131.1,8.431,394,38.96,23.2136,-7610.120000000001,0
643.02,1588.74,1413.08,552.74,2388.14,9050.53,47.72,520.6,2388.12,8125.33,8.4666,392,38.55,23.2224,-7604.73,0
643.64,1601.19,1422.98,551.82,2388.23,9070.74,48.16,520.2,2388.29,8142.44,8.5236,397,38.53,23.064,-7622.24,1
642.12,1589.7,1396.29,554.92,2387.98,9067.04,47.3,521.82,2388.04,8145.74,8.446,392,39.13,23.4849,-7623.92,0
642.75,1587.18,1403.99,553.8,2388.12,9048.42,47.51,521.58,2388.15,8128.78,8.4271,393,38.76,23.3394,-7607.2,0
642.46,1579.85,1411.41,553.13,2388.06,9069.31,47.25,521.79,2388.09,8147.74,8.3899,392,38.74,23.4338,-7625.95,0
643.02,1591.79,1408.74,554.26,2388.06,9061.65,47.37,521.38,2388.08,8144.63,8.4114,392,38.96,23.3752,-7623.25,0
643.26,1593.02,1418.12,552.73,2388.16,9053.1,47.88,520.11,2388.18,8132.66,8.4816,394,38.65,23.2294,-7612.55,0
641.82,1587.74,1396.19,554.26,2388.06,9055.67,47.35,521.75,2387.99,8144.14,8.4457,393,38.93,23.3939,-7622.39,0
642.38,1602.84,1414.6,553.24,2388.09,9105.68,47.62,520.78,2388.1,8177.3,8.4452,393,38.65,23.1998,-7656.52,0
643.4,1598.75,1422.67,552.41,2388.14,9122.95,47.99,520.25,2388.14,8194.73,8.5158,395,38.38,23.1406,-7674.48,1
642.48,1576.5,1392.82,554.63,2387.97,9068.63,46.97,522.78,2387.99,8147.67,8.3735,390,39.01,23.41,-7624.89,0
642.59,1589.87,1394.25,554.89,2388.01,9064.36,47.13,522.29,2387.99,8147.74,8.3993,393,39.06,23.3258,-7625.45,0
642.34,1591.47,1419.91,552.31,2388.2,9044.81,47.7,521.06,2388.21,8125.03,8.4631,393,38.67,23.2041,-7603.969999999999,0
642.68,1590.81,1407.72,553.56,2388.06,9056.16,47.6,521.37,2388.13,8131.76,8.4363,394,38.99,23.2953,-7610.39,0
642.42,1583.59,1405.31,553.95,2388.07,9079.65,47.25,521.64,2388.04,8151.93,8.3745,394,38.92,23.4263,-7630.29,0
643.21,1591.66,1409.26,553.59,2388.09,9053.31,47.68,521.46,2388.09,8135.35,8.4456,395,38.68,23.3865,-7613.89,0
642.9,1590.67,1411.28,553.76,2388.03,9080.13,47.38,521.28,2387.98,8158.04,8.4487,393,38.96,23.3155,-7636.76,0
642.15,1581.67,1394.89,554.58,2387.98,9059.25,47.27,522.68,2388.01,8141.71,8.4123,391,39.12,23.4315,-7619.03,0
643.1,1587.71,1409.49,553.17,2388.05,9085.18,47.77,521.76,2388.05,8153.56,8.448,394,38.87,23.2738,-7631.8,0
642.74,1589.73,1406.28,553.13,2388.08,9065.78,47.44,521.69,2388.07,8144.69,8.4143,394,38.95,23.4101,-7623.0,0
642.36,1589.44,1402.93,554.96,2388.05,9047.15,47.3,522.4,2388.04,8133.63,8.422,393,39.03,23.3918,-7611.2300000000005,0
642.57,1583.11,1395.97,553.97,2388.0,9078.21,47.0,522.3,2388.02,8148.24,8.4216,391,38.85,23.5043,-7625.94,0
643.61,1597.52,1415.36,552.79,2388.23,9035.42,47.82,520.73,2388.21,8119.45,8.5201,393,38.74,23.2151,-7598.719999999999,1
642.63,1589.26,1404.83,553.59,2388.03,9054.0,47.31,521.65,2387.99,8140.99,8.4103,393,38.93,23.4324,-7619.34,0
642.97,1594.06,1414.41,553.14,2388.18,9083.65,47.81,520.95,2388.12,8154.76,8.474,395,38.59,23.2334,-7633.81,0
642.56,1588.29,1411.89,553.21,2388.14,9057.82,47.48,521.09,2388.06,8140.49,8.4825,392,38.57,23.2266,-7619.4,0
642.73,1598.37,1417.49,553.05,2388.13,9072.08,47.83,520.66,2388.12,8143.53,8.4318,394,38.68,23.2728,-7622.87,0
642.75,1594.59,1406.96,553.14,2388.14,9063.09,47.55,521.2,2388.11,8132.16,8.4191,392,38.64,23.3339,-7610.96,0
642.41,1591.71,1401.64,553.07,2388.05,9051.45,47.21,521.92,2388.05,8130.47,8.4156,392,39.12,23.2593,-7608.55,0
643.19,1597.73,1410.18,553.35,2388.1,9051.39,47.62,521.33,2388.12,8131.49,8.4136,395,38.82,23.2295,-7610.16,0
642.99,1591.35,1414.43,553.04,2388.1,9066.67,47.64,520.75,2388.12,8147.83,8.4521,393,38.82,23.2613,-7627.08,0
642.7,1586.28,1410.86,553.12,2388.04,9064.63,47.34,522.0,2388.02,8138.9,8.4283,393,38.72,23.314,-7616.9,0
642.43,1588.62,1404.47,553.65,2388.03,9070.12,47.36,522.37,2388.05,8149.49,8.4402,393,38.94,23.5444,-7627.12,0
644.02,1603.87,1423.72,552.26,2388.15,9155.93,48.08,519.83,2388.16,8219.88,8.509,397,38.54,23.0377,-7700.049999999999,1
642.89,1591.8,1418.99,552.61,2388.16,9062.15,47.69,521.22,2388.17,8138.85,8.4631,392,38.72,23.1727,-7617.63,0
642.01,1588.38,1401.42,555.02,2388.08,9056.92,47.4,521.92,2388.06,8139.9,8.4333,393,38.82,23.3636,-7617.98,0
642.78,1586.7,1404.55,554.03,2388.04,9072.51,47.38,521.78,2388.05,8155.41,8.419,394,38.87,23.2878,-7633.63,0
643.66,1591.83,1412.99,552.72,2388.19,9057.07,47.81,520.4,2388.21,8132.12,8.4653,394,38.6,23.2724,-7611.72,0
642.16,1583.08,1401.35,554.27,2388.02,9066.15,47.2,522.78,2387.99,8159.16,8.4122,392,39.1,23.4195,-7636.38,0
641.93,1591.63,1400.38,554.43,2387.95,9063.02,47.23,522.68,2387.98,8139.18,8.4179,390,38.95,23.3088,-7616.5,0
643.01,1603.56,1417.6,552.24,2388.24,9030.73,48.04,520.65,2388.24,8119.41,8.4541,396,38.42,23.0518,-7598.76,0
643.56,1591.97,1418.04,551.92,2388.16,9049.49,47.98,520.83,2388.21,8126.1,8.4868,395,38.6,23.223,-7605.27,1
642.53,1583.77,1398.01,554.28,2388.04,9061.23,47.17,522.74,2387.98,8144.64,8.3972,392,39.03,23.4262,-7621.900000000001,0
642.09,1579.89,1400.88,554.37,2388.02,9060.39,47.25,522.84,2387.99,8144.88,8.3881,392,39.06,23.3631,-7622.04,0
642.18,1582.02,1392.64,554.52,2388.06,9052.78,47.16,522.52,2388.07,8136.0,8.4105,392,38.96,23.3884,-7613.48,0
642.76,1588.0,1404.6,553.41,2388.08,9069.83,47.3,521.49,2388.11,8145.63,8.4298,393,38.71,23.3778,-7624.14,0
642.4,1582.86,1392.57,554.06,2388.0,9056.23,47.23,521.66,2387.99,8136.33,8.4392,391,38.95,23.3811,-7614.67,0
643.35,1601.97,1419.16,552.49,2388.25,9041.72,48.06,519.87,2388.2,8116.64,8.5034,395,38.79,23.1561,-7596.77,1
642.53,1593.64,1406.81,552.76,2388.14,9036.34,47.54,521.62,2388.12,8120.49,8.4605,394,38.79,23.1894,-7598.87,0
642.07,1586.55,1394.42,554.35,2388.06,9059.34,47.33,522.65,2387.98,8146.69,8.4033,393,38.93,23.4337,-7624.04,0
643.03,1584.89,1406.91,553.2,2388.13,9062.18,47.56,521.09,2388.11,8137.21,8.45,394,38.94,23.3016,-7616.12,0
642.78,1593.39,1406.59,553.28,2388.1,9048.07,47.52,521.13,2388.11,8127.84,8.4566,394,38.71,23.2476,-7606.71,0
642.76,1597.42,1415.01,551.72,2388.13,9090.85,47.85,520.51,2388.13,8164.18,8.465,397,38.66,23.1887,-7643.67,1
642.34,1591.43,1394.46,554.64,2388.01,9054.02,47.15,522.41,2388.01,8145.64,8.4152,393,39.18,23.421,-7623.2300000000005,0
643.73,1595.56,1417.78,553.36,2388.12,9188.49,47.92,520.98,2388.1,8242.41,8.4987,396,38.52,23.1614,-7721.43,1
642.2,1588.18,1399.11,553.62,2388.09,9058.01,47.52,521.31,2388.06,8145.4,8.3831,392,38.8,23.1919,-7624.09,0
642.35,1587.99,1404.2,554.26,2388.08,9052.94,47.27,522.42,2388.03,8133.23,8.4178,390,38.95,23.3442,-7610.8099999999995,0
642.69,1587.27,1405.2,553.0,2388.17,9046.89,47.54,521.48,2388.16,8129.89,8.4235,393,38.77,23.2681,-7608.41,0
642.56,1591.83,1413.19,553.44,2388.13,9049.57,47.51,521.22,2388.06,8128.67,8.4377,392,38.79,23.3171,-7607.45,0
643.0,1598.01,1416.72,552.51,2388.17,9066.46,48.01,520.22,2388.16,8140.55,8.4699,397,38.67,23.3421,-7620.33,0
643.07,1592.59,1417.56,552.48,2388.15,9049.6,47.7,520.96,2388.11,8138.89,8.4475,393,38.69,23.271,-7617.93,0
642.46,1587.3,1406.44,553.25,2388.08,9055.41,47.45,521.97,2388.04,8131.95,8.4421,393,38.98,23.3152,-7609.98,0
642.67,1597.65,1406.69,553.92,2388.12,9064.42,47.46,521.39,2388.07,8142.59,8.4441,393,38.72,23.3951,-7621.2,0
641.72,1586.79,1396.17,554.18,2388.08,9058.78,47.24,522.43,2388.02,8140.86,8.4034,391,39.08,23.505,-7618.429999999999,0
642.21,1580.41,1403.09,554.06,2388.03,9046.09,47.3,521.72,2388.09,8134.28,8.423,391,38.8,23.3881,-7612.5599999999995,0
642.54,1582.16,1402.37,554.7,2387.99,9083.93,47.28,522.57,2388.05,8157.89,8.4098,391,38.96,23.3908,-7635.320000000001,0
643.09,1593.9,1418.71,553.17,2388.19,9038.76,47.71,521.03,2388.18,8120.59,8.4713,395,38.77,23.421,-7599.56,0
643.13,1594.59,1414.65,553.32,2388.07,9082.85,47.84,520.53,2388.1,8157.9,8.4657,394,38.6,23.223,-7637.37,0
642.39,1586.98,1402.45,554.12,2388.06,9070.56,47.21,521.58,2388.06,8141.51,8.4252,393,38.96,23.3879,-7619.93,0
642.96,1582.97,1405.57,553.96,2387.99,9095.13,47.5,522.19,2387.98,8173.26,8.438,392,38.91,23.3391,-7651.07,0
642.65,1588.35,1401.76,554.85,2388.01,9055.84,47.42,522.12,2388.06,8138.48,8.4415,392,38.95,23.3461,-7616.36,0
642.87,1587.56,1414.77,553.44,2388.14,9051.78,47.52,521.2,2388.12,8141.21,8.494,394,38.89,23.2068,-7620.01,0
643.34,1602.36,1425.77,550.92,2388.28,9042.76,48.15,519.57,2388.3,8114.61,8.5174,394,38.45,23.1295,-7595.04,1
642.68,1586.63,1399.87,553.2,2388.05,9073.04,47.46,521.84,2388.09,8150.09,8.4206,392,39.0,23.3674,-7628.25,0
642.58,1590.55,1409.17,553.85,2388.14,9038.69,47.42,521.87,2388.14,8127.56,8.4476,393,38.95,23.2601,-7605.6900000000005,0
642.12,1586.36,1404.08,554.05,2388.01,9070.34,47.12,521.88,2387.99,8154.53,8.4091,392,39.03,23.419,-7632.65,0
642.45,1583.54,1395.63,553.39,2388.02,9064.29,47.11,522.06,2388.03,8146.17,8.3687,392,39.08,23.4468,-7624.110000000001,0
642.09,1584.93,1393.61,554.28,2388.04,9062.05,47.11,523.06,2387.98,8143.86,8.3881,391,39.07,23.4389,-7620.799999999999,0
642.22,1586.22,1394.9,554.28,2388.04,9062.28,47.24,521.99,2388.04,8147.93,8.4026,394,39.0,23.3863,-7625.9400000000005,0
643.11,1594.61,1425.11,552.85,2388.18,9078.56,47.9,520.67,2388.14,8152.83,8.4893,393,38.4,23.2723,-7632.16,0
642.43,1590.29,1398.87,554.51,2388.1,9062.14,47.41,521.65,2388.0,8141.4,8.4355,392,38.82,23.3442,-7619.75,0
642.85,1586.99,1411.99,552.43,2388.07,9091.22,47.62,520.64,2388.04,8161.54,8.4697,395,38.84,23.1504,-7640.9,0
642.24,1587.45,1402.6,554.27,2388.07,9074.84,47.31,522.22,2388.02,8146.3,8.4165,391,38.97,23.4084,-7624.08,0
643.5,1600.79,1421.12,552.29,2388.16,9071.4,47.76,520.46,2388.23,8141.57,8.459,396,38.58,23.0613,-7621.11,0
642.39,1601.88,1410.55,552.61,2388.06,9051.55,47.48,521.53,2388.13,8130.17,8.4576,392,38.84,23.1325,-7608.64,0
642.55,1583.31,1415.2,554.13,2388.08,9057.25,47.33,521.79,2388.09,8136.08,8.41,391,38.71,23.3492,-7614.29,0
642.63,1594.08,1406.14,553.59,2388.12,9040.26,47.66,520.55,2388.13,8127.41,8.4663,394,38.91,23.304,-7606.86,0
642.92,1598.82,1413.64,552.37,2388.11,9083.17,47.63,521.66,2388.06,8160.18,8.4422,395,38.7,23.2812,-7638.52,0
642.94,1580.95,1401.12,554.15,2388.07,9052.4,47.29,522.18,2388.06,8142.82,8.3888,391,38.92,23.3116,-7620.639999999999,0
642.84,1599.19,1418.51,551.82,2388.22,9060.65,47.83,520.9,2388.09,8144.0,8.4467,394,38.69,23.1949,-7623.1,0
642.27,1590.26,1416.24,552.74,2388.11,9061.34,47.78,520.8,2388.12,8135.93,8.4539,395,38.73,23.2862,-7615.13,0
